Id,Date,Nitrat level,Temperature,Humidity,Pressure,Wind_Speed,Precipitation,UV_Index,Oxygen_Level,Weather_Condition,Traffic_Condition,Road_Type,Time_of_Day,Nitrat level2
73,2023-08-16,57.55799473630413,5,73,1070,19,49,7,16,Rainy,Moderate Traffic,Rural Road,Afternoon,57.55799473630413
74,2023-08-16,32.03318307935355,29,18,979,25,13,9,15,Rainy,Heavy Traffic,Highway,Evening,32.03318307935355
75,2023-08-16,38.03669257622001,15,45,1066,29,3,7,11,Rainy,Heavy Traffic,Rural Road,Morning,38.03669257622001
76,2023-08-16,30.05845253028432,30,19,965,15,25,5,28,Partly Cloudy,Light Traffic,Urban Road,Afternoon,30.05845253028432
77,2023-08-16,69.57582924725419,8,8,1087,13,0,0,12,Sunny,Light Traffic,Rural Road,Morning,69.57582924725419
78,2023-08-16,44.78995086311689,11,87,997,12,33,9,17,Rainy,Moderate Traffic,Urban Road,Evening,44.78995086311689
79,2023-08-16,57.54063681187781,9,82,1067,8,42,6,20,Sunny,Moderate Traffic,Urban Road,Evening,
80,2023-08-16,51.63515677173128,27,31,1097,27,22,10,25,Cloudy,Moderate Traffic,Rural Road,Night,51.63515677173128
81,2023-08-16,38.276723898165415,21,77,963,29,28,7,24,Sunny,Heavy Traffic,Highway,Morning,38.276723898165415
82,2023-08-16,39.06722206524452,25,7,960,20,15,10,29,Sunny,Moderate Traffic,Highway,Afternoon,39.06722206524452
83,2023-08-16,45.28562846146037,9,89,956,28,45,6,29,Sunny,Light Traffic,Urban Road,Morning,45.28562846146037
84,2023-08-16,40.53495131931604,23,58,1065,2,28,10,22,Cloudy,Light Traffic,Rural Road,Afternoon,40.53495131931604
85,2023-08-16,48.15932541626954,26,89,961,22,20,0,28,Sunny,Moderate Traffic,Rural Road,Morning,48.15932541626954
86,2023-08-16,24.91260246872524,22,14,1045,10,27,10,16,Snowy,Moderate Traffic,Rural Road,Evening,24.91260246872524
87,2023-08-16,32.50136860565503,20,55,917,3,12,7,10,Partly Cloudy,Heavy Traffic,Urban Road,Night,32.50136860565503
88,2023-08-16,39.20861577764386,19,78,1017,5,11,4,26,Cloudy,Light Traffic,Rural Road,Afternoon,39.20861577764386
89,2023-08-16,30.946114234761346,9,18,906,10,40,3,12,Snowy,Light Traffic,Urban Road,Afternoon,30.946114234761346
90,2023-08-16,34.11126857142989,12,93,903,24,15,7,29,Partly Cloudy,Light Traffic,Rural Road,Evening,34.11126857142989
91,2023-08-16,38.83882348984434,7,63,933,28,50,2,18,Sunny,Light Traffic,Rural Road,Afternoon,38.83882348984434
92,2023-08-16,41.713252860385,22,38,1073,28,4,0,28,Cloudy,Light Traffic,Highway,Morning,41.713252860385
93,2023-08-16,36.768676406355034,29,8,1006,8,27,5,29,Rainy,Heavy Traffic,Urban Road,Night,36.768676406355034
94,2023-08-16,28.002151794055102,20,0,957,14,20,6,19,Snowy,Heavy Traffic,Rural Road,Morning,28.002151794055102
95,2023-08-16,46.93796701508258,28,60,993,30,7,6,20,Sunny,Heavy Traffic,Rural Road,Night,46.93796701508258
96,2023-08-16,32.71590281521499,29,42,1049,26,35,4,11,Snowy,Moderate Traffic,Highway,Morning,32.71590281521499
97,2023-08-16,48.409876742027045,27,94,1046,30,42,7,29,Partly Cloudy,Heavy Traffic,Rural Road,Night,48.409876742027045
98,2023-08-16,29.80870293223071,13,1,996,10,14,8,30,Sunny,Moderate Traffic,Highway,Morning,29.80870293223071
10,2023-08-17,32.334722575777676,8,93,995,9,7,10,26,Rainy,Light Traffic,Highway,Afternoon,32.334722575777676
11,2023-08-17,27.432449522207456,30,88,1048,10,4,2,29,Snowy,Light Traffic,Rural Road,Evening,27.432449522207456
12,2023-08-17,66.88605169553132,25,39,1088,26,5,6,18,Partly Cloudy,Light Traffic,Rural Road,Night,66.88605169553132
13,2023-08-17,36.25730270044562,13,18,1092,9,50,6,10,Cloudy,Heavy Traffic,Urban Road,Evening,36.25730270044562
14,2023-08-17,32.1737856369299,6,63,1048,14,17,10,28,Snowy,Light Traffic,Urban Road,Night,32.1737856369299
15,2023-08-17,34.07739350315768,29,67,1013,10,7,9,17,Rainy,Heavy Traffic,Rural Road,Evening,34.07739350315768
16,2023-08-17,48.99700558703173,16,69,1030,23,45,9,20,Partly Cloudy,Light Traffic,Urban Road,Evening,48.99700558703173
17,2023-08-17,37.57913723378875,29,76,998,25,9,6,17,Sunny,Light Traffic,Highway,Night,37.57913723378875
18,2023-08-17,55.030002497156104,11,79,1060,11,37,9,19,Cloudy,Moderate Traffic,Highway,Afternoon,55.030002497156104
19,2023-08-17,39.248162907465165,14,48,927,16,46,0,27,Rainy,Light Traffic,Urban Road,Night,39.248162907465165
20,2023-08-17,39.82379343525892,20,80,929,13,41,8,10,Sunny,Heavy Traffic,Highway,Morning,39.82379343525892
21,2023-08-17,57.13957660762932,19,28,1036,8,6,2,15,Sunny,Heavy Traffic,Urban Road,Evening,57.13957660762932
22,2023-08-17,42.72432213472548,16,42,1038,4,16,1,18,Snowy,Moderate Traffic,Urban Road,Evening,42.72432213472548
23,2023-08-17,34.79937695943451,26,77,986,21,35,5,12,Cloudy,Moderate Traffic,Urban Road,Afternoon,34.79937695943451
24,2023-08-17,37.17816110018016,22,77,940,22,4,8,14,Snowy,Light Traffic,Rural Road,Evening,37.17816110018016
25,2023-08-17,33.67679742437891,5,65,1057,4,45,1,10,Cloudy,Moderate Traffic,Urban Road,Morning,33.67679742437891
26,2023-08-17,40.39608134124091,23,94,1099,15,3,2,21,Rainy,Heavy Traffic,Urban Road,Night,
27,2023-08-17,37.79837517729415,9,70,995,23,37,0,19,Partly Cloudy,Heavy Traffic,Rural Road,Afternoon,37.79837517729415
28,2023-08-17,54.089625442481655,28,46,1061,21,29,7,18,Cloudy,Light Traffic,Highway,Afternoon,54.089625442481655
29,2023-08-17,30.869139201096935,27,24,1009,16,49,6,14,Partly Cloudy,Heavy Traffic,Highway,Morning,30.869139201096935
30,2023-08-17,34.64849328827936,6,0,1039,6,48,2,11,Sunny,Moderate Traffic,Urban Road,Morning,34.64849328827936
31,2023-08-17,28.503534840462077,7,65,929,14,20,0,17,Cloudy,Moderate Traffic,Urban Road,Afternoon,28.503534840462077
32,2023-08-17,31.53786713120513,24,83,1097,4,13,6,21,Partly Cloudy,Moderate Traffic,Urban Road,Evening,31.53786713120513
33,2023-08-17,47.76124998334607,5,3,908,2,9,6,10,Snowy,Light Traffic,Highway,Afternoon,47.76124998334607
34,2023-08-17,51.02824645282921,28,8,1083,2,41,5,11,Rainy,Heavy Traffic,Rural Road,Evening,51.02824645282921
35,2023-08-17,35.51946984982647,30,50,978,30,25,7,21,Partly Cloudy,Moderate Traffic,Urban Road,Afternoon,35.51946984982647
36,2023-08-17,30.73370962245902,10,30,999,18,28,4,29,Rainy,Moderate Traffic,Highway,Night,30.73370962245902
37,2023-08-17,50.283767314055794,26,43,926,8,21,0,29,Partly Cloudy,Moderate Traffic,Highway,Night,50.283767314055794
38,2023-08-17,33.80629789421033,24,41,1082,3,24,4,14,Partly Cloudy,Moderate Traffic,Urban Road,Afternoon,33.80629789421033
39,2023-08-17,36.471998556664325,5,60,904,7,43,7,29,Sunny,Moderate Traffic,Urban Road,Afternoon,36.471998556664325
40,2023-08-17,39.708623895657084,21,96,1016,11,19,10,19,Partly Cloudy,Light Traffic,Highway,Morning,39.708623895657084
41,2023-08-17,44.60894262254492,23,35,1098,22,48,8,26,Snowy,Light Traffic,Rural Road,Night,44.60894262254492
42,2023-08-17,38.710986668637,19,51,905,28,31,2,23,Rainy,Heavy Traffic,Rural Road,Morning,38.710986668637
43,2023-08-17,44.99667694904929,19,5,1008,11,31,10,20,Partly Cloudy,Moderate Traffic,Urban Road,Morning,44.99667694904929
44,2023-08-17,65.81069669913941,18,37,943,6,15,10,26,Sunny,Light Traffic,Rural Road,Afternoon,65.81069669913941
45,2023-08-17,26.42546021796427,18,77,1017,16,9,6,21,Rainy,Moderate Traffic,Rural Road,Night,26.42546021796427
46,2023-08-17,23.851353671927193,15,83,1091,26,6,0,10,Cloudy,Heavy Traffic,Highway,Evening,23.851353671927193
47,2023-08-17,47.93734591324318,27,68,1081,29,15,6,25,Rainy,Light Traffic,Highway,Afternoon,121.0
48,2023-08-17,39.806124387505065,14,44,1027,20,20,6,29,Partly Cloudy,Light Traffic,Rural Road,Evening,39.806124387505065
49,2023-08-17,39.03798361769391,20,93,904,21,12,4,11,Rainy,Heavy Traffic,Highway,Evening,39.03798361769391
50,2023-08-17,53.4513379523945,9,11,1081,5,0,6,27,Sunny,Heavy Traffic,Highway,Morning,53.4513379523945
51,2023-08-17,44.799860260826186,21,65,1020,10,10,1,24,Snowy,Light Traffic,Rural Road,Afternoon,44.799860260826186
52,2023-08-17,51.76698613290757,12,91,914,2,9,7,22,Partly Cloudy,Heavy Traffic,Urban Road,Morning,51.76698613290757
53,2023-08-17,19.97587825691171,27,25,980,25,47,1,28,Partly Cloudy,Light Traffic,Urban Road,Evening,19.97587825691171
54,2023-08-17,37.81874325545939,15,11,905,17,33,4,18,Snowy,Light Traffic,Urban Road,Morning,37.81874325545939
55,2023-08-17,41.68028080087137,11,21,992,26,12,1,20,Cloudy,Moderate Traffic,Urban Road,Night,41.68028080087137
56,2023-08-17,31.54088272717408,14,48,979,16,15,4,22,Rainy,Heavy Traffic,Highway,Evening,31.54088272717408
57,2023-08-17,31.32796450746013,19,23,975,16,8,5,25,Cloudy,Light Traffic,Urban Road,Night,31.32796450746013
58,2023-08-17,41.9771072168251,27,12,1054,14,48,4,29,Snowy,Heavy Traffic,Urban Road,Afternoon,41.9771072168251
59,2023-08-17,60.886450305633396,13,12,1097,15,34,5,18,Partly Cloudy,Heavy Traffic,Highway,Afternoon,60.886450305633396
60,2023-08-17,35.45976315420975,10,85,1092,18,5,8,28,Sunny,Heavy Traffic,Rural Road,Night,35.45976315420975
61,2023-08-17,44.72567199364697,16,43,969,18,22,5,10,Partly Cloudy,Light Traffic,Urban Road,Morning,44.72567199364697
62,2023-08-17,38.278542830801015,27,13,932,0,15,10,14,Snowy,Heavy Traffic,Highway,Night,38.278542830801015
63,2023-08-17,40.09953724482456,12,79,918,30,11,3,13,Rainy,Heavy Traffic,Rural Road,Evening,40.09953724482456
64,2023-08-17,35.73398063423975,23,21,940,4,32,7,15,Cloudy,Light Traffic,Urban Road,Night,35.73398063423975
65,2023-08-17,53.773888311616865,13,13,1019,5,25,10,28,Cloudy,Light Traffic,Highway,Night,53.773888311616865
66,2023-08-17,35.86156484026227,9,70,955,8,11,5,22,Cloudy,Light Traffic,Highway,Morning,35.86156484026227
67,2023-08-17,40.61401525402188,18,91,913,12,15,2,10,Rainy,Heavy Traffic,Highway,Morning,40.61401525402188
68,2023-08-17,22.894151746607548,12,58,1027,7,7,0,23,Partly Cloudy,Light Traffic,Urban Road,Morning,22.894151746607548
69,2023-08-17,50.64589921553056,19,87,1082,8,10,0,18,Snowy,Light Traffic,Urban Road,Evening,50.64589921553056
70,2023-08-17,63.537585826956814,22,19,969,9,30,6,14,Cloudy,Light Traffic,Rural Road,Night,63.537585826956814
71,2023-08-17,34.21931752076747,19,90,925,30,22,6,27,Cloudy,Moderate Traffic,Rural Road,Morning,34.21931752076747
72,2023-08-17,47.39477406330308,6,32,941,18,45,1,13,Sunny,Moderate Traffic,Highway,Morning,47.39477406330308
73,2023-08-17,48.43464938979727,5,21,905,11,24,4,16,Snowy,Light Traffic,Urban Road,Morning,48.43464938979727
74,2023-08-17,41.36286379117777,29,45,1020,26,27,4,17,Rainy,Light Traffic,Highway,Morning,41.36286379117777
75,2023-08-17,42.48477720878085,10,73,1080,5,16,1,11,Partly Cloudy,Moderate Traffic,Highway,Morning,42.48477720878085
76,2023-08-17,58.22248924438911,18,81,928,5,29,3,11,Sunny,Heavy Traffic,Urban Road,Afternoon,140.0
77,2023-08-17,35.43629374781752,19,12,1100,13,1,2,14,Cloudy,Light Traffic,Rural Road,Evening,35.43629374781752
78,2023-08-17,65.75261901337446,10,95,1034,22,49,2,10,Cloudy,Light Traffic,Highway,Morning,65.75261901337446
79,2023-08-17,34.951197603047156,21,17,1076,17,12,6,13,Rainy,Light Traffic,Rural Road,Evening,34.951197603047156
80,2023-08-17,37.624330964391085,7,6,982,6,45,10,29,Rainy,Moderate Traffic,Rural Road,Night,37.624330964391085
81,2023-08-17,29.263813266793576,9,5,964,28,46,2,19,Rainy,Moderate Traffic,Highway,Night,29.263813266793576
82,2023-08-17,39.27438816893502,10,67,950,25,48,3,24,Partly Cloudy,Heavy Traffic,Highway,Evening,39.27438816893502
83,2023-08-17,63.88233401804349,18,10,1039,25,18,9,20,Snowy,Light Traffic,Highway,Afternoon,63.88233401804349
84,2023-08-17,29.45147391210885,15,29,983,22,30,5,24,Sunny,Moderate Traffic,Urban Road,Evening,29.45147391210885
85,2023-08-17,47.382547613597545,24,11,934,17,16,1,10,Snowy,Moderate Traffic,Rural Road,Evening,47.382547613597545
86,2023-08-17,40.75864358559517,27,4,1038,18,33,10,25,Cloudy,Light Traffic,Highway,Morning,40.75864358559517
87,2023-08-17,35.20634366271101,29,27,954,10,23,10,21,Cloudy,Moderate Traffic,Urban Road,Night,35.20634366271101
88,2023-08-17,60.21273815402768,21,52,921,0,41,6,30,Sunny,Heavy Traffic,Rural Road,Evening,60.21273815402768
89,2023-08-17,48.411516036868974,24,55,1018,24,17,0,28,Rainy,Light Traffic,Highway,Night,48.411516036868974
90,2023-08-17,30.516431295754817,12,7,1097,12,21,3,13,Rainy,Heavy Traffic,Urban Road,Night,30.516431295754817
91,2023-08-17,33.4508846344402,26,35,1058,2,16,5,27,Rainy,Light Traffic,Urban Road,Afternoon,33.4508846344402
92,2023-08-17,55.4268907516969,18,67,985,2,13,10,17,Partly Cloudy,Heavy Traffic,Urban Road,Evening,55.4268907516969
93,2023-08-17,30.478680296099835,25,2,934,19,42,10,25,Snowy,Light Traffic,Highway,Evening,30.478680296099835
94,2023-08-17,20.12793774809867,18,60,1025,28,46,6,10,Cloudy,Heavy Traffic,Urban Road,Afternoon,
95,2023-08-17,42.60318470788702,8,48,1071,2,30,10,13,Snowy,Light Traffic,Highway,Evening,42.60318470788702
96,2023-08-17,49.7633302674234,18,35,936,21,26,4,16,Sunny,Heavy Traffic,Urban Road,Morning,49.7633302674234
97,2023-08-17,33.45019406661162,16,76,1077,19,7,1,20,Rainy,Moderate Traffic,Urban Road,Night,33.45019406661162
98,2023-08-17,33.97704339767281,10,0,1036,20,32,4,29,Snowy,Light Traffic,Highway,Afternoon,33.97704339767281
10,2023-08-18,33.47026524682212,8,16,1018,20,6,9,21,Rainy,Moderate Traffic,Highway,Morning,33.47026524682212
11,2023-08-18,31.435400234336296,12,85,929,9,50,6,23,Sunny,Heavy Traffic,Highway,Night,31.435400234336296
12,2023-08-18,36.937624883503716,20,91,1039,0,26,9,16,Partly Cloudy,Light Traffic,Urban Road,Morning,36.937624883503716
13,2023-08-18,40.02956280077089,18,1,989,30,14,5,22,Partly Cloudy,Heavy Traffic,Rural Road,Night,40.02956280077089
14,2023-08-18,28.600773822380255,20,53,957,7,42,2,23,Partly Cloudy,Heavy Traffic,Highway,Night,28.600773822380255
15,2023-08-18,57.23122205356306,7,12,927,30,27,7,19,Snowy,Light Traffic,Highway,Night,57.23122205356306
16,2023-08-18,42.54698193094383,20,44,978,12,1,2,28,Cloudy,Heavy Traffic,Rural Road,Afternoon,42.54698193094383
17,2023-08-18,55.21147452878519,8,88,991,24,37,5,10,Snowy,Moderate Traffic,Urban Road,Afternoon,55.21147452878519
18,2023-08-18,56.13550608346205,25,39,1078,1,29,9,15,Rainy,Light Traffic,Urban Road,Afternoon,56.13550608346205
19,2023-08-18,30.098428466525355,21,18,920,25,10,4,11,Snowy,Light Traffic,Rural Road,Evening,30.098428466525355
20,2023-08-18,36.58088463016793,20,39,974,24,48,2,16,Cloudy,Light Traffic,Urban Road,Afternoon,36.58088463016793
21,2023-08-18,55.46085089881012,7,72,912,10,15,0,22,Cloudy,Heavy Traffic,Rural Road,Evening,181.0
22,2023-08-18,55.460568003461,15,26,916,13,43,0,29,Snowy,Light Traffic,Urban Road,Afternoon,55.460568003461
23,2023-08-18,66.24823034603564,24,47,1004,28,48,2,10,Sunny,Light Traffic,Rural Road,Morning,66.24823034603564
24,2023-08-18,58.84891647004424,8,83,1014,27,8,8,17,Partly Cloudy,Moderate Traffic,Highway,Morning,58.84891647004424
25,2023-08-18,49.733894248019155,10,55,1094,1,3,1,27,Snowy,Heavy Traffic,Rural Road,Night,49.733894248019155
26,2023-08-18,31.93183242775239,29,83,905,6,49,10,22,Sunny,Moderate Traffic,Urban Road,Afternoon,31.93183242775239
27,2023-08-18,36.961009683798714,18,8,970,13,32,6,14,Sunny,Heavy Traffic,Urban Road,Night,36.961009683798714
28,2023-08-18,35.005530444420636,27,91,1003,19,35,4,20,Sunny,Light Traffic,Rural Road,Evening,35.005530444420636
29,2023-08-18,38.389965780222674,18,35,943,7,1,2,30,Sunny,Moderate Traffic,Highway,Night,38.389965780222674
30,2023-08-18,49.24849808647004,30,49,938,25,18,6,24,Sunny,Heavy Traffic,Rural Road,Evening,49.24849808647004
31,2023-08-18,43.00582975124843,29,31,987,1,18,9,13,Snowy,Moderate Traffic,Urban Road,Afternoon,43.00582975124843
32,2023-08-18,68.81614401145906,19,79,910,24,6,5,15,Sunny,Heavy Traffic,Urban Road,Evening,68.81614401145906
33,2023-08-18,42.177286555010255,21,67,997,14,6,9,30,Rainy,Light Traffic,Urban Road,Evening,42.177286555010255
34,2023-08-18,38.417922898370534,30,40,980,23,22,1,10,Snowy,Light Traffic,Highway,Morning,38.417922898370534
35,2023-08-18,48.33021103191346,9,91,1029,22,32,10,14,Cloudy,Heavy Traffic,Rural Road,Afternoon,48.33021103191346
36,2023-08-18,35.1951005497333,17,13,1019,9,33,10,19,Rainy,Light Traffic,Highway,Night,35.1951005497333
37,2023-08-18,55.09941243336748,7,36,1028,1,31,7,17,Sunny,Moderate Traffic,Urban Road,Night,55.09941243336748
38,2023-08-18,34.07862202883378,13,20,1074,8,6,0,27,Rainy,Heavy Traffic,Highway,Evening,34.07862202883378
39,2023-08-18,21.587239384700567,8,94,997,10,31,6,26,Rainy,Moderate Traffic,Highway,Night,21.587239384700567
40,2023-08-18,42.34370322432144,21,57,987,14,50,7,19,Snowy,Light Traffic,Highway,Night,42.34370322432144
41,2023-08-18,19.91584636049538,9,23,969,3,15,3,26,Rainy,Heavy Traffic,Urban Road,Night,19.91584636049538
42,2023-08-18,38.33687169268852,6,61,994,19,42,3,17,Cloudy,Light Traffic,Highway,Evening,38.33687169268852
43,2023-08-18,47.345046084830315,18,45,918,2,24,8,18,Cloudy,Heavy Traffic,Rural Road,Morning,47.345046084830315
44,2023-08-18,40.40610683622034,25,21,1087,22,23,2,21,Cloudy,Light Traffic,Urban Road,Afternoon,40.40610683622034
45,2023-08-18,44.318442524500774,21,62,1090,2,19,8,13,Rainy,Heavy Traffic,Urban Road,Morning,44.318442524500774
46,2023-08-18,38.775445547004864,27,82,916,20,21,7,13,Snowy,Moderate Traffic,Urban Road,Afternoon,38.775445547004864
47,2023-08-18,38.418310675209916,19,64,1005,8,30,0,26,Rainy,Moderate Traffic,Highway,Morning,38.418310675209916
48,2023-08-18,35.25944486792287,12,54,906,23,15,5,17,Snowy,Light Traffic,Highway,Evening,35.25944486792287
49,2023-08-18,32.4527171746942,19,50,966,1,37,3,30,Rainy,Moderate Traffic,Highway,Evening,32.4527171746942
50,2023-08-18,34.62815458464767,26,95,1062,29,6,3,23,Sunny,Moderate Traffic,Highway,Morning,34.62815458464767
51,2023-08-18,22.336074753070655,30,17,984,8,4,10,19,Snowy,Heavy Traffic,Rural Road,Afternoon,22.336074753070655
52,2023-08-18,42.9811779923827,20,71,1023,2,31,7,19,Partly Cloudy,Moderate Traffic,Highway,Morning,42.9811779923827
53,2023-08-18,52.67693155242604,15,44,1039,9,37,1,18,Snowy,Light Traffic,Highway,Evening,52.67693155242604
54,2023-08-18,30.741799142349514,14,61,966,7,24,3,19,Cloudy,Heavy Traffic,Rural Road,Afternoon,30.741799142349514
55,2023-08-18,28.278485906350102,8,73,1094,30,43,5,12,Cloudy,Heavy Traffic,Rural Road,Evening,28.278485906350102
56,2023-08-18,55.92228276714297,28,32,1002,18,30,2,17,Rainy,Heavy Traffic,Rural Road,Morning,107.0
57,2023-08-18,45.49361522032058,11,46,922,21,24,0,11,Rainy,Light Traffic,Highway,Night,45.49361522032058
58,2023-08-18,59.505261940537835,24,67,1072,9,25,2,20,Sunny,Heavy Traffic,Urban Road,Night,59.505261940537835
59,2023-08-18,42.96050967897714,7,91,1040,15,5,2,23,Rainy,Light Traffic,Highway,Morning,42.96050967897714
60,2023-08-18,27.314049519241212,24,65,1039,5,20,9,24,Partly Cloudy,Moderate Traffic,Highway,Morning,27.314049519241212
61,2023-08-18,35.381474655078215,27,40,940,30,15,8,20,Partly Cloudy,Moderate Traffic,Rural Road,Morning,
62,2023-08-18,66.56998241571934,12,30,998,29,27,0,25,Sunny,Light Traffic,Rural Road,Morning,66.56998241571934
63,2023-08-18,37.072060033437445,20,76,1061,24,36,4,17,Cloudy,Light Traffic,Urban Road,Afternoon,37.072060033437445
64,2023-08-18,35.31724622558016,19,3,1078,9,6,6,22,Rainy,Heavy Traffic,Rural Road,Morning,35.31724622558016
65,2023-08-18,34.39043177578079,5,33,915,10,13,5,29,Partly Cloudy,Heavy Traffic,Rural Road,Night,34.39043177578079
66,2023-08-18,71.60388210199098,24,92,945,9,16,8,30,Rainy,Moderate Traffic,Urban Road,Morning,71.60388210199098
67,2023-08-18,43.777675318453554,5,7,929,7,38,2,19,Snowy,Light Traffic,Highway,Evening,43.777675318453554
68,2023-08-18,61.779704732719466,17,84,1094,22,10,5,24,Cloudy,Light Traffic,Rural Road,Night,61.779704732719466
69,2023-08-18,69.02641153750466,12,40,1015,29,39,10,18,Rainy,Heavy Traffic,Urban Road,Morning,69.02641153750466
70,2023-08-18,46.01930712193725,17,73,1037,12,41,10,21,Cloudy,Moderate Traffic,Highway,Evening,46.01930712193725
71,2023-08-18,24.61948047487429,8,25,1060,15,14,1,28,Sunny,Moderate Traffic,Rural Road,Evening,24.61948047487429
72,2023-08-18,33.7531823119346,11,50,1051,5,7,2,28,Snowy,Moderate Traffic,Rural Road,Night,160.0
73,2023-08-18,66.43907786972098,10,1,1079,18,50,10,21,Partly Cloudy,Moderate Traffic,Rural Road,Afternoon,66.43907786972098
74,2023-08-18,33.94493871871407,5,72,943,18,46,4,24,Cloudy,Moderate Traffic,Rural Road,Morning,33.94493871871407
75,2023-08-18,42.2289540819342,21,43,1021,12,40,8,22,Rainy,Light Traffic,Rural Road,Afternoon,42.2289540819342
76,2023-08-18,33.733080268359906,20,27,1066,16,43,9,11,Partly Cloudy,Moderate Traffic,Highway,Morning,33.733080268359906
77,2023-08-18,62.31580014212404,12,67,976,4,5,9,21,Cloudy,Light Traffic,Highway,Afternoon,62.31580014212404
78,2023-08-18,51.238639396514515,12,14,1040,16,27,6,10,Sunny,Moderate Traffic,Urban Road,Evening,51.238639396514515
79,2023-08-18,30.994268463213196,18,70,1069,12,49,7,13,Sunny,Moderate Traffic,Rural Road,Night,30.994268463213196
80,2023-08-18,34.98393137701775,28,18,1008,1,13,10,12,Snowy,Moderate Traffic,Rural Road,Afternoon,34.98393137701775
81,2023-08-18,57.807205682840845,28,20,993,3,28,7,11,Partly Cloudy,Moderate Traffic,Urban Road,Afternoon,57.807205682840845
82,2023-08-18,38.37787047643022,16,71,972,18,4,5,30,Snowy,Heavy Traffic,Rural Road,Night,38.37787047643022
83,2023-08-18,34.028733003975496,30,11,1071,14,8,6,28,Sunny,Heavy Traffic,Urban Road,Night,34.028733003975496
84,2023-08-18,44.54759764390258,9,58,1031,18,4,7,27,Sunny,Light Traffic,Highway,Evening,44.54759764390258
85,2023-08-18,34.70478193300349,20,15,985,4,7,9,29,Rainy,Light Traffic,Rural Road,Night,34.70478193300349
86,2023-08-18,37.42849581825884,20,18,1057,16,37,6,24,Snowy,Light Traffic,Urban Road,Morning,37.42849581825884
87,2023-08-18,44.30287815591037,9,29,967,22,26,1,21,Sunny,Moderate Traffic,Urban Road,Night,44.30287815591037
88,2023-08-18,45.60109253805574,23,95,979,22,24,9,28,Partly Cloudy,Moderate Traffic,Highway,Evening,45.60109253805574
89,2023-08-18,28.498690943061135,11,98,989,10,49,9,20,Snowy,Heavy Traffic,Highway,Night,28.498690943061135
90,2023-08-18,29.361960078927794,29,89,912,27,44,10,25,Snowy,Heavy Traffic,Urban Road,Morning,29.361960078927794
91,2023-08-18,40.93709045338506,23,45,1043,12,37,3,24,Sunny,Light Traffic,Rural Road,Night,40.93709045338506
92,2023-08-18,30.530422625876852,20,3,1065,22,8,7,15,Cloudy,Heavy Traffic,Urban Road,Night,30.530422625876852
93,2023-08-18,42.26189765590749,28,90,1025,29,23,8,18,Partly Cloudy,Light Traffic,Rural Road,Night,42.26189765590749
94,2023-08-18,28.635931939287914,15,31,902,9,35,0,28,Cloudy,Heavy Traffic,Rural Road,Evening,28.635931939287914
95,2023-08-18,30.42543708844077,10,49,1100,14,29,8,17,Sunny,Heavy Traffic,Highway,Afternoon,30.42543708844077
96,2023-08-18,37.92224904381331,13,63,1000,13,8,8,25,Sunny,Heavy Traffic,Urban Road,Evening,37.92224904381331
97,2023-08-18,21.839612296298668,21,77,936,17,11,0,12,Rainy,Heavy Traffic,Highway,Morning,21.839612296298668
98,2023-08-18,25.042085820392433,21,90,984,1,42,3,27,Snowy,Light Traffic,Highway,Morning,87.0
10,2023-08-19,40.845323053955404,25,93,915,14,24,4,16,Partly Cloudy,Heavy Traffic,Highway,Afternoon,40.845323053955404
11,2023-08-19,39.73958567043473,19,62,1005,2,3,0,26,Sunny,Light Traffic,Rural Road,Evening,39.73958567043473
12,2023-08-19,50.01393357006829,21,33,914,17,14,0,18,Sunny,Light Traffic,Rural Road,Morning,50.01393357006829
13,2023-08-19,44.67911862058011,14,96,1026,11,4,5,24,Rainy,Heavy Traffic,Highway,Night,44.67911862058011
14,2023-08-19,34.09242648864971,24,100,1075,6,40,4,17,Cloudy,Heavy Traffic,Urban Road,Afternoon,34.09242648864971
15,2023-08-19,56.23958550646827,23,10,973,0,14,0,23,Rainy,Moderate Traffic,Rural Road,Afternoon,56.23958550646827
16,2023-08-19,29.282715845713376,8,30,948,28,34,5,16,Rainy,Light Traffic,Rural Road,Morning,29.282715845713376
17,2023-08-19,74.51447769136092,21,59,1064,14,34,7,15,Snowy,Light Traffic,Highway,Afternoon,74.51447769136092
18,2023-08-19,39.37088397783431,14,55,1037,17,13,8,17,Snowy,Moderate Traffic,Urban Road,Evening,39.37088397783431
19,2023-08-19,36.540644048638576,15,4,947,21,28,10,13,Rainy,Light Traffic,Rural Road,Afternoon,36.540644048638576
20,2023-08-19,56.03379121646264,27,78,930,21,4,9,11,Partly Cloudy,Heavy Traffic,Urban Road,Night,56.03379121646264
21,2023-08-19,36.44851608227831,23,74,985,20,3,4,10,Cloudy,Light Traffic,Urban Road,Afternoon,36.44851608227831
22,2023-08-19,44.65620625953957,12,21,916,8,21,3,30,Partly Cloudy,Heavy Traffic,Rural Road,Afternoon,44.65620625953957
23,2023-08-19,22.80812801617257,28,33,961,15,26,4,14,Cloudy,Heavy Traffic,Rural Road,Afternoon,22.80812801617257
24,2023-08-19,32.26678566172439,8,5,972,4,23,7,28,Snowy,Light Traffic,Rural Road,Evening,32.26678566172439
25,2023-08-19,21.378083530182064,11,40,954,11,40,0,14,Snowy,Light Traffic,Highway,Afternoon,21.378083530182064
