Date,Name,Nitrat level,Total Revenue,Environmental Certifications,Complaints or Violations,Environmental Expenditures,Research and Development,Government Subsidies/Incentives,Number of Employees,Temp. higher than average,Product Line,Community Engagement Level,Supplier Diversity,Nitrat level2
2023-08-07,"Mathews, Ford and Williams",337.328929104737,848698357.88,ISO 14001,3,159444.23,52448.29,821916.59,2840,Yes,Aerospace,Medium,Diverse,337.328929104737
2023-08-07,Barton Ltd,223.11208916020945,826096246.63,ISO 14001,10,722015.11,34560.8,718206.93,714,No,Electronics,Low,Not Diverse,223.11208916020945
2023-08-07,Rosales LLC,317.53112913391715,298129907.11,LEED,2,638305.17,73530.28,283721.86,2129,Yes,Electronics,Low,Diverse,317.53112913391715
2023-08-07,Carter-Jones,92.43536449438238,650266801.71,LEED,5,106498.91,36608.99,156682.91,9665,No,Automotive,Medium,Not Diverse,92.43536449438238
2023-08-07,Garner-Sherman,264.2508607582316,687899292.29,LEED,2,159711.01,18677.07,54538.04,2310,Yes,Electronics,High,Diverse,264.2508607582316
2023-08-07,Pineda-Austin,95.0678668727083,120694982.54,LEED,6,858668.75,57547.11,111467.74,6469,Yes,Aerospace,High,Diverse,95.0678668727083
2023-08-07,Lee Ltd,258.2270942292625,466391287.06,LEED,4,316282.88,13429.88,951002.95,8081,No,Pharmaceuticals,Medium,Diverse,258.2270942292625
2023-08-07,Dickson and Sons,86.0983967952277,668184438.45,Green Business,8,662408.21,80910.01,969114.99,4883,No,Consumer Goods,Medium,Not Diverse,86.0983967952277
2023-08-07,Garcia PLC,172.64984095399092,797041149.77,Green Business,6,351191.57,15647.16,507493.78,3909,No,Pharmaceuticals,Medium,Diverse,172.64984095399092
2023-08-07,"Gomez, Wilson and Wilson",273.39342531231694,763394319.05,ISO 14001,8,165964.33,75663.6,195575.07,8719,No,Automotive,Low,Not Diverse,273.39342531231694
2023-08-07,Myers-Cervantes,235.22774743750992,911631850.19,Green Business,1,46053.34,22062.29,903301.78,2776,No,Pharmaceuticals,Medium,Not Diverse,235.22774743750992
2023-08-07,Cummings and Sons,214.68621699444475,795030811.35,ISO 14001,7,527517.53,14591.74,390264.39,2167,No,Consumer Goods,Low,Diverse,214.68621699444475
2023-08-07,Johnson Group,95.96585908925584,861738653.45,ISO 14001,2,250828.3,36484.18,640723.67,7950,Yes,Electronics,High,Diverse,95.96585908925584
2023-08-07,"Brown, Norton and Reyes",224.0157581466974,614556428.47,ISO 14001,7,752818.45,76995.17,110541.55,4903,Yes,Pharmaceuticals,Low,Not Diverse,224.0157581466974
2023-08-07,Reid Ltd,170.5378641973804,390740416.56,ISO 14001,2,474155.95,53124.81,785895.12,7898,No,Aerospace,Medium,Not Diverse,170.5378641973804
2023-08-07,Werner-Levy,87.7391415340698,899138273.87,Green Business,0,593057.35,81119.59,241859.18,8017,Yes,Electronics,Low,Not Diverse,87.7391415340698
2023-08-07,Morrow Ltd,94.71582908398526,544471328.18,LEED,6,603579.0,91825.19,327686.2,8265,No,Automotive,Medium,Not Diverse,94.71582908398526
2023-08-07,"Taylor, Jones and Dunn",86.12142679449052,510730266.96,Green Business,10,989302.84,50597.57,136418.95,2600,Yes,Pharmaceuticals,Low,Diverse,86.12142679449052
2023-08-07,Jefferson Inc,385.8614550480098,801889021.25,ISO 14001,9,541660.95,6910.04,789268.96,7655,Yes,Automotive,Medium,Not Diverse,385.8614550480098
2023-08-07,"Price, Gomez and Willis",242.63539169572556,911990251.64,ISO 14001,2,390052.05,12979.35,240921.29,5251,Yes,Consumer Goods,Medium,Diverse,
2023-08-07,Lopez and Sons,178.31050646830715,298659863.81,Green Business,7,365448.79,2622.17,386127.81,1954,No,Electronics,High,Diverse,178.31050646830715
2023-08-07,"Obrien, Bennett and Graham",202.11880465414865,684342985.39,LEED,5,851582.59,38402.1,405916.47,8263,Yes,Consumer Goods,Low,Not Diverse,202.11880465414865
2023-08-07,Salazar-Sandoval,243.98291188101638,846511512.07,ISO 14001,7,915853.26,64661.56,957662.15,7762,No,Aerospace,High,Diverse,243.98291188101638
2023-08-07,"Jackson, Franco and Moody",298.1320618530942,151603778.51,ISO 14001,1,913719.02,82378.83,40184.3,1075,Yes,Consumer Goods,High,Diverse,298.1320618530942
2023-08-07,Gomez-Turner,86.32076636066535,306868095.77,Green Business,9,552441.98,28909.47,360407.56,2285,Yes,Aerospace,Low,Not Diverse,86.32076636066535
2023-08-07,Fuller-Douglas,89.58431051562735,749589002.93,Green Business,8,578566.27,52061.54,299248.41,8765,No,Electronics,Low,Not Diverse,89.58431051562735
2023-08-07,"Mccarthy, Gardner and Carlson",247.740942819498,875762088.51,Green Business,8,271114.42,3119.1,853431.68,6326,No,Aerospace,Low,Not Diverse,247.740942819498
2023-08-07,Moore-Pierce,175.4738047121509,888900451.91,Green Business,7,863892.62,7301.15,779571.93,6462,Yes,Pharmaceuticals,Low,Diverse,175.4738047121509
2023-08-07,Burns Inc,86.91721623223917,823967873.02,Green Business,6,209859.1,89261.88,687194.09,1654,Yes,Aerospace,High,Diverse,86.91721623223917
2023-08-07,Johnson Inc,96.01247392959849,373583711.92,LEED,2,68824.85,20765.85,998215.43,3156,Yes,Pharmaceuticals,High,Not Diverse,96.01247392959849
2023-08-07,"Smith, Sandoval and Wang",164.49278520372206,967441026.28,LEED,4,463429.59,6159.4,551807.03,6938,Yes,Electronics,Low,Diverse,164.49278520372206
2023-08-07,"Mejia, Edwards and Zimmerman",318.07415574259915,366377553.76,LEED,7,449806.5,63581.94,379214.9,1976,Yes,Aerospace,High,Not Diverse,318.07415574259915
2023-08-07,Griffin-Mitchell,210.52245318423743,429370728.02,LEED,0,650640.62,79367.68,909371.78,7438,No,Consumer Goods,Medium,Diverse,210.52245318423743
2023-08-07,Campos PLC,86.3664691188759,326507439.08,LEED,9,187968.37,62984.77,445769.26,2891,No,Consumer Goods,High,Not Diverse,86.3664691188759
2023-08-07,"Hunter, Weiss and Hill",192.5803378735627,662963485.13,LEED,8,224837.47,18283.13,617674.88,6683,Yes,Electronics,High,Not Diverse,192.5803378735627
2023-08-07,Sandoval and Sons,95.08434571279082,895965578.14,ISO 14001,9,913850.87,15112.23,821119.4,3487,No,Consumer Goods,Low,Diverse,95.08434571279082
2023-08-07,"Lopez, Ibarra and Rogers",135.15253598029614,148239504.79,LEED,1,103156.1,36751.1,197074.71,4929,No,Consumer Goods,Low,Diverse,135.15253598029614
2023-08-07,Parker-Adkins,212.8129983904944,330346112.27,LEED,4,710031.35,37654.88,882021.87,1276,Yes,Electronics,Medium,Diverse,212.8129983904944
2023-08-07,"Smith, Shepard and Walker",330.8025026989732,739615358.63,ISO 14001,6,854201.67,67464.0,191277.35,580,No,Electronics,Low,Not Diverse,330.8025026989732
2023-08-07,"Perez, Mckinney and Lopez",338.4014957614776,326205876.23,Green Business,1,429998.65,14687.98,292745.25,3084,Yes,Aerospace,High,Not Diverse,338.4014957614776
2023-08-07,Olson-Hernandez,200.58875789378422,65926519.73,ISO 14001,8,247992.58,99036.18,861949.86,5111,No,Automotive,High,Diverse,200.58875789378422
2023-08-07,Gordon Ltd,246.2974106037504,604833980.57,ISO 14001,4,933834.91,31713.98,295914.01,4073,No,Pharmaceuticals,High,Diverse,246.2974106037504
2023-08-07,Lopez Ltd,309.83281935940437,807983180.58,Green Business,9,199063.11,42588.78,108315.7,633,Yes,Aerospace,High,Not Diverse,309.83281935940437
2023-08-07,Barnes-Wilson,93.17654067398087,194390194.46,Green Business,0,811725.23,87981.91,899686.82,5154,No,Consumer Goods,Low,Not Diverse,93.17654067398087
2023-08-07,Johnson Ltd,242.5814450674666,536024872.35,LEED,4,550588.98,63906.27,652775.13,8704,Yes,Consumer Goods,Medium,Not Diverse,242.5814450674666
2023-08-07,Bradley LLC,128.6064049714312,325697722.13,LEED,6,544515.34,34231.88,814746.01,5837,No,Automotive,Low,Diverse,128.6064049714312
2023-08-07,Brown-Castillo,218.29043721267504,862409777.39,ISO 14001,3,197498.5,35069.23,571317.65,2263,No,Consumer Goods,Low,Not Diverse,218.29043721267504
2023-08-07,"Pearson, Turner and Patterson",90.08348990176361,573430154.97,Green Business,0,612567.82,1410.57,227189.96,4250,No,Consumer Goods,High,Not Diverse,90.08348990176361
2023-08-07,Houston PLC,244.73371602112505,989477676.84,ISO 14001,6,570030.51,44987.15,782776.02,5585,No,Automotive,Low,Diverse,244.73371602112505
2023-08-07,Brown-Romero,259.2670216220083,665957361.69,ISO 14001,7,95659.83,84672.4,145784.6,1633,No,Electronics,Low,Not Diverse,259.2670216220083
2023-08-07,Taylor-Spencer,306.0355692728632,143085006.98,ISO 14001,4,741894.92,65049.07,890470.37,6427,No,Automotive,High,Diverse,306.0355692728632
2023-08-07,Murphy-Campbell,219.17245134528477,245018209.08,ISO 14001,7,694280.14,17219.73,368939.56,5176,No,Aerospace,Medium,Not Diverse,
2023-08-07,Clay-Campbell,327.36670399075075,254839443.34,ISO 14001,2,267867.8,66029.1,391686.01,3361,No,Consumer Goods,Medium,Not Diverse,327.36670399075075
2023-08-08,Johnson-Young,231.5138320845407,833168581.67,Green Business,7,195649.19,77559.45,542010.25,8167,Yes,Automotive,Medium,Not Diverse,231.5138320845407
2023-08-08,Jackson-Davila,304.84098592959765,71838632.31,ISO 14001,8,402201.79,63099.42,710350.05,3932,No,Consumer Goods,Medium,Diverse,304.84098592959765
2023-08-08,Nelson Group,330.1144360763582,43955506.54,ISO 14001,4,776605.68,57917.98,693994.05,8437,No,Pharmaceuticals,Low,Diverse,330.1144360763582
2023-08-08,Patterson Inc,149.92500342375195,740265892.66,Green Business,10,532791.45,4550.69,695465.43,1427,Yes,Automotive,High,Diverse,149.92500342375195
2023-08-08,Fernandez-Wallace,266.99733101944463,786377695.35,ISO 14001,0,799425.93,98297.27,82414.44,2074,No,Aerospace,Medium,Diverse,266.99733101944463
2023-08-08,Campbell LLC,233.08055579721582,549414416.78,ISO 14001,2,421218.71,51064.8,194660.73,7036,No,Pharmaceuticals,Low,Diverse,233.08055579721582
2023-08-08,"Collier, Macdonald and Gibson",91.40421590020298,693851040.89,ISO 14001,9,961200.2,41892.21,156792.14,6827,Yes,Consumer Goods,Medium,Not Diverse,91.40421590020298
2023-08-08,"Chang, Martinez and Shea",291.483206665146,216954660.4,ISO 14001,1,795324.02,10620.17,812546.28,5833,No,Pharmaceuticals,Medium,Not Diverse,291.483206665146
2023-08-08,Moore-Leonard,305.9521892620112,567542358.41,Green Business,10,130514.55,73216.05,433986.07,1012,No,Consumer Goods,Low,Diverse,305.9521892620112
2023-08-08,Holt-Davis,88.06455024152812,60721820.02,Green Business,7,465790.1,47069.6,98525.79,748,Yes,Electronics,Low,Not Diverse,88.06455024152812
2023-08-08,Bruce Ltd,85.2767518604157,670547286.22,Green Business,8,334963.54,90911.47,852640.81,3622,Yes,Pharmaceuticals,High,Not Diverse,85.2767518604157
2023-08-08,"Montoya, Jackson and Crane",142.98198470691676,777361132.99,LEED,1,571526.6,72570.73,128735.91,7508,No,Consumer Goods,Medium,Diverse,142.98198470691676
2023-08-08,Horton-Rodriguez,272.0157985008168,891707482.19,ISO 14001,2,853789.23,23290.8,872978.87,8016,Yes,Aerospace,Low,Diverse,272.0157985008168
2023-08-08,Howard PLC,88.68768581919869,970328430.23,LEED,0,615068.21,27524.73,851151.39,6422,Yes,Consumer Goods,Medium,Not Diverse,88.68768581919869
2023-08-08,"White, Daniel and Mack",230.33487815344353,609385811.53,ISO 14001,9,953376.56,19425.71,980070.91,7214,Yes,Consumer Goods,High,Not Diverse,230.33487815344353
2023-08-08,"Smith, Vargas and Rose",292.58477392788194,535934254.86,Green Business,0,163243.91,8750.35,870877.97,4036,No,Aerospace,Medium,Diverse,292.58477392788194
2023-08-08,"Phelps, Romero and Thompson",304.95773652771084,566064946.16,ISO 14001,1,721840.32,3613.17,558785.71,7098,Yes,Aerospace,Medium,Diverse,304.95773652771084
2023-08-08,Jenkins Group,91.86281506032903,893055671.19,ISO 14001,3,597177.22,52200.65,736071.71,9792,No,Aerospace,Medium,Not Diverse,91.86281506032903
2023-08-08,Johnson-Knox,224.96293919964816,452056858.24,LEED,8,100101.16,64491.69,827322.45,3581,No,Consumer Goods,Low,Not Diverse,224.96293919964816
2023-08-08,"Baker, Burns and Lara",86.10656415805808,102476746.48,LEED,2,964963.84,73944.94,214338.59,8630,Yes,Electronics,Medium,Not Diverse,86.10656415805808
2023-08-08,"Guerra, Pierce and Phillips",219.84123853050696,780062933.18,ISO 14001,10,958417.22,44127.06,443346.52,4194,No,Electronics,Low,Not Diverse,219.84123853050696
2023-08-08,"Bradley, Orr and Underwood",309.28947187734923,108729535.4,ISO 14001,9,63350.08,71755.35,137548.11,3307,Yes,Electronics,Medium,Not Diverse,309.28947187734923
2023-08-08,Wright Inc,174.51752580822344,827654178.4,ISO 14001,6,37383.35,67553.92,44958.95,7059,No,Pharmaceuticals,Medium,Diverse,174.51752580822344
2023-08-08,Blevins-Baker,187.07365443617974,866265277.11,Green Business,7,438484.21,26720.37,572295.42,5584,Yes,Consumer Goods,High,Diverse,187.07365443617974
2023-08-08,"Byrd, Cannon and Estrada",262.8132945641273,230525747.25,LEED,5,891628.78,4228.9,987164.85,2157,Yes,Electronics,Medium,Diverse,262.8132945641273
2023-08-08,Myers-Brown,270.21049163573304,781956977.74,Green Business,0,33977.66,67689.1,419039.19,5891,No,Pharmaceuticals,High,Not Diverse,270.21049163573304
2023-08-08,Sherman Inc,156.69566358482484,52855485.72,LEED,3,236495.48,74519.79,935385.53,8351,No,Aerospace,Medium,Not Diverse,156.69566358482484
2023-08-08,Dean-Dixon,269.3875037945695,466431607.29,Green Business,6,858449.97,48691.13,383886.4,7239,Yes,Electronics,High,Diverse,269.3875037945695
2023-08-08,"Harris, Smith and Walter",86.34196102776444,754365291.09,LEED,5,880974.7,29041.35,104452.07,896,Yes,Consumer Goods,Low,Not Diverse,86.34196102776444
2023-08-08,Wilson-King,160.26193078192122,488295349.4,ISO 14001,9,219235.91,48910.91,434676.38,597,No,Electronics,High,Not Diverse,
2023-08-08,"Gay, Bullock and Watson",219.88441475950944,278827753.64,ISO 14001,6,672416.62,70495.0,443286.28,9987,No,Automotive,High,Not Diverse,219.88441475950944
2023-08-08,Sweeney Group,87.06380511256333,903931176.82,ISO 14001,9,634448.78,48378.14,614065.36,8757,No,Pharmaceuticals,Medium,Not Diverse,87.06380511256333
2023-08-08,English-Cordova,211.88350424219053,934183704.58,ISO 14001,3,258489.12,78799.82,95791.0,6646,Yes,Electronics,Medium,Not Diverse,211.88350424219053
2023-08-08,Thomas Ltd,264.09882072815816,84212491.67,ISO 14001,10,590081.39,39723.73,903608.28,6407,Yes,Electronics,Low,Not Diverse,264.09882072815816
2023-08-08,"Small, Thompson and Lawson",345.8146605079231,349869518.25,ISO 14001,7,821669.73,48332.48,200674.86,5370,Yes,Electronics,High,Not Diverse,345.8146605079231
2023-08-08,"Lynch, Weber and Powers",245.70092587430904,402184911.59,ISO 14001,3,303663.56,10419.39,231777.52,2511,Yes,Pharmaceuticals,High,Diverse,245.70092587430904
2023-08-08,Cummings-Morales,172.98991553325868,883590691.03,LEED,8,679648.38,53968.07,656571.57,3949,No,Consumer Goods,Low,Not Diverse,172.98991553325868
2023-08-08,Weaver PLC,168.5354329285582,267617210.12,ISO 14001,5,833287.91,87148.28,582110.76,3836,No,Aerospace,High,Diverse,168.5354329285582
2023-08-08,Hess and Sons,215.5340296285518,368512358.43,LEED,2,550696.72,83282.08,213464.98,1184,No,Aerospace,Low,Diverse,215.5340296285518
2023-08-08,Rogers Ltd,91.43229179977715,976854645.76,LEED,10,35611.89,48569.0,488612.07,586,Yes,Pharmaceuticals,Low,Diverse,91.43229179977715
2023-08-08,"Martinez, Torres and Stafford",183.29756572621088,599505445.37,LEED,2,86927.84,88748.72,92642.35,5689,Yes,Consumer Goods,Medium,Diverse,332.0
2023-08-08,"Perez, Kelly and Ross",198.39927446093017,869080455.79,Green Business,4,326804.31,35537.31,629168.25,4034,Yes,Aerospace,Low,Not Diverse,198.39927446093017
2023-08-08,Mcguire and Sons,206.55595317105548,866945277.19,LEED,2,98135.47,79166.88,609615.24,9741,No,Automotive,High,Not Diverse,206.55595317105548
2023-08-08,Cole-Smith,216.95686401138835,829186945.48,Green Business,1,778806.6,40837.57,518369.24,9992,Yes,Electronics,Medium,Not Diverse,216.95686401138835
2023-08-08,"Wright, Gill and Harris",208.85004739991976,359766121.51,Green Business,5,532080.55,10055.41,737537.75,3371,Yes,Pharmaceuticals,Low,Not Diverse,208.85004739991976
2023-08-08,Moss PLC,168.88765087996993,263426827.79,Green Business,6,302372.48,77351.19,240849.79,4588,No,Pharmaceuticals,High,Diverse,168.88765087996993
2023-08-08,Thomas and Sons,230.27531060409575,384783435.46,Green Business,2,281426.94,81890.5,377690.3,7529,No,Pharmaceuticals,Medium,Not Diverse,230.27531060409575
2023-08-08,"Holmes, Hall and Holland",250.63924452530708,663932865.26,LEED,9,15051.2,74384.09,600067.3,7851,Yes,Automotive,Medium,Diverse,250.63924452530708
2023-08-08,Kelley Group,191.26758740884432,953022142.32,ISO 14001,5,804570.43,47066.55,394124.33,5160,Yes,Aerospace,Medium,Diverse,288.0
2023-08-08,"Goodwin, Smith and Sims",145.22059790464934,805902915.65,Green Business,7,461702.14,2716.8,78046.85,5798,No,Aerospace,Low,Not Diverse,145.22059790464934
2023-08-08,Graham-Garcia,135.204219803284,665633796.5,Green Business,9,327222.06,97492.43,85065.73,8537,No,Consumer Goods,High,Not Diverse,135.204219803284
2023-08-08,"Summers, Hayes and Schultz",192.3151860808622,241506810.39,Green Business,5,242526.39,31708.59,635876.36,3806,Yes,Consumer Goods,Medium,Not Diverse,192.3151860808622
2023-08-08,Harrell Ltd,89.56965580519453,273802446.07,LEED,1,576824.95,43276.31,524322.3,6277,No,Consumer Goods,High,Diverse,89.56965580519453
2023-08-08,Campbell-Durham,89.87774475391238,352839304.36,LEED,3,300814.76,27692.18,866847.9,7644,Yes,Consumer Goods,Medium,Not Diverse,89.87774475391238
2023-08-08,Pennington-Garcia,311.58946109032803,171672745.84,LEED,4,627861.43,1550.59,500739.12,1378,No,Automotive,Medium,Diverse,311.58946109032803
2023-08-08,Solis LLC,223.0900645210226,520647891.94,Green Business,0,559885.77,20991.66,293262.35,541,Yes,Pharmaceuticals,Medium,Diverse,223.0900645210226
2023-08-08,Flores-Weber,237.86107839679724,96374185.22,LEED,9,393575.19,72355.27,616669.41,8196,No,Electronics,Medium,Not Diverse,237.86107839679724
2023-08-08,Haynes Group,259.83979044445596,894520890.34,LEED,2,459570.58,51209.97,829234.75,6819,No,Consumer Goods,High,Diverse,259.83979044445596
2023-08-08,"Gonzalez, Perry and Diaz",282.21156240514455,927520635.07,LEED,3,496903.01,56726.72,327001.06,8604,Yes,Consumer Goods,Low,Not Diverse,282.21156240514455
2023-08-08,"Miller, Matthews and Williams",255.6716671714428,228292119.32,LEED,6,361774.86,34524.05,941112.89,8921,No,Consumer Goods,High,Diverse,255.6716671714428
2023-08-08,Black-Decker,90.31968422439324,834777177.69,Green Business,2,58197.11,62472.86,721852.9,5042,Yes,Electronics,Low,Not Diverse,90.31968422439324
2023-08-08,"Maynard, Miller and Hansen",90.98694811356384,533615898.95,Green Business,10,367564.05,64006.49,833532.72,2165,No,Electronics,Medium,Not Diverse,90.98694811356384
2023-08-08,"Porter, Bennett and Kidd",89.35506015737545,165645037.91,LEED,1,106700.6,18430.22,718134.23,9228,No,Aerospace,Medium,Diverse,89.35506015737545
2023-08-08,"Oliver, Aguilar and Santiago",342.13585024555164,289622794.01,LEED,7,547444.13,4179.53,303465.37,6844,No,Consumer Goods,Low,Not Diverse,342.13585024555164
2023-08-08,Hess and Sons,359.6378953111246,177929918.0,LEED,6,711931.59,92053.23,639189.4,3315,No,Electronics,High,Diverse,359.6378953111246
2023-08-08,Stanley and Sons,260.5826484985349,159684322.69,ISO 14001,3,408992.85,66105.08,615594.62,5856,No,Pharmaceuticals,High,Not Diverse,260.5826484985349
2023-08-08,"Chen, Hart and Jones",265.1307499359455,839140354.73,ISO 14001,8,468472.08,65463.02,29962.31,1865,Yes,Automotive,Low,Not Diverse,265.1307499359455
2023-08-08,"Fleming, Hebert and Miller",221.7180343171023,235764516.18,Green Business,2,168555.5,75848.74,637052.13,9947,Yes,Pharmaceuticals,Medium,Not Diverse,221.7180343171023
2023-08-08,Moore-White,89.19443725856691,677385368.27,ISO 14001,9,500142.58,89281.84,160327.46,3782,No,Electronics,High,Diverse,89.19443725856691
2023-08-08,"Miller, Lowe and Smith",249.29816898877345,913563149.73,ISO 14001,1,769535.87,32388.89,64168.56,3844,Yes,Pharmaceuticals,Low,Not Diverse,249.29816898877345
2023-08-08,"Whitaker, Castillo and Ortiz",92.66124104594763,346838918.02,ISO 14001,7,340075.81,19710.02,374591.3,6578,Yes,Consumer Goods,Low,Not Diverse,92.66124104594763
2023-08-08,Schmitt-Obrien,203.23046481596802,16375267.8,Green Business,10,340985.28,86361.66,82826.3,3505,No,Pharmaceuticals,High,Not Diverse,203.23046481596802
2023-08-08,Hensley PLC,296.6406696717336,94897380.42,LEED,9,340559.1,15577.49,565581.29,831,No,Aerospace,Medium,Not Diverse,296.6406696717336
2023-08-08,Mahoney-Young,88.53006662871817,363118125.38,LEED,9,901137.92,13908.31,375106.14,480,No,Automotive,High,Diverse,88.53006662871817
2023-08-08,Howard and Sons,185.8340417687466,95180851.93,LEED,0,278994.17,93709.98,823403.5,4587,Yes,Consumer Goods,Medium,Diverse,185.8340417687466
2023-08-08,"Cox, Hudson and Garcia",343.8196468957395,89032244.71,LEED,10,401262.92,3016.36,195193.34,1480,No,Consumer Goods,High,Diverse,343.8196468957395
2023-08-08,Fox-Tyler,91.71124701149617,147072655.06,ISO 14001,3,84373.35,27463.55,417681.97,6480,Yes,Automotive,High,Not Diverse,91.71124701149617
2023-08-08,Wood-Cole,86.78313354344537,132410359.6,Green Business,4,639937.44,32446.34,128084.35,1579,No,Automotive,High,Diverse,86.78313354344537
2023-08-08,Long PLC,240.2980264454174,28208567.97,Green Business,0,504858.67,27416.11,773388.22,4297,Yes,Consumer Goods,Low,Not Diverse,240.2980264454174
2023-08-08,"Miranda, Pennington and Compton",296.5686586867582,692603539.91,ISO 14001,7,704466.99,75209.83,124708.46,3451,Yes,Consumer Goods,Low,Not Diverse,296.5686586867582
2023-08-08,Frye-Gutierrez,92.10235122529801,966790087.91,Green Business,0,470076.3,75660.82,757984.23,2847,No,Consumer Goods,Low,Diverse,92.10235122529801
2023-08-08,Pruitt-Carter,185.30347406057535,877188817.43,LEED,6,589922.99,64352.01,930537.18,5720,No,Aerospace,Medium,Diverse,185.30347406057535
2023-08-08,"Clay, King and Peterson",260.9313092688957,141601271.53,ISO 14001,1,815130.19,15517.14,88189.21,407,Yes,Automotive,High,Not Diverse,260.9313092688957
2023-08-08,Gray-Gonzalez,206.5709630998278,76379867.93,Green Business,7,464405.06,95117.65,643729.95,6777,No,Pharmaceuticals,High,Not Diverse,206.5709630998278
2023-08-08,Thomas-Wheeler,278.9828262601782,869745923.04,ISO 14001,1,803658.63,4617.86,275793.2,3889,Yes,Electronics,Medium,Not Diverse,278.9828262601782
2023-08-08,Newton LLC,342.64406088091056,499644096.35,Green Business,3,298751.07,61355.66,602306.65,7874,No,Aerospace,Low,Diverse,342.64406088091056
2023-08-08,"Mcdaniel, Brown and Cantu",385.61022385353624,331133572.83,LEED,1,105563.38,91123.67,990318.69,8565,No,Automotive,Low,Diverse,385.61022385353624
2023-08-08,Hunter Group,268.7721860691796,410648433.57,Green Business,9,11533.29,1103.12,84478.64,1311,No,Electronics,Medium,Not Diverse,268.7721860691796
2023-08-08,Gonzalez-Schultz,217.9384867717684,385436620.74,ISO 14001,2,757673.69,97690.27,725720.75,4038,Yes,Aerospace,Low,Not Diverse,217.9384867717684
2023-08-08,Hawkins LLC,87.9521927697597,316662085.96,ISO 14001,1,660124.84,15145.83,229040.67,4157,No,Electronics,High,Diverse,87.9521927697597
2023-08-08,Proctor Group,317.262325173448,593868664.98,Green Business,6,388154.62,61594.89,909616.54,5673,No,Consumer Goods,High,Diverse,317.262325173448
2023-08-08,Daniels-Bell,206.0807275909559,328025810.32,ISO 14001,3,876264.47,36127.93,300532.04,8366,Yes,Consumer Goods,Low,Diverse,206.0807275909559
2023-08-08,Harmon-Vance,274.7547145676101,474367644.28,Green Business,8,154465.17,93526.22,163804.07,9235,No,Aerospace,Low,Diverse,274.7547145676101
2023-08-08,Thompson-Rollins,258.6111380641175,277536149.14,Green Business,9,82245.43,93437.01,596658.62,2888,Yes,Consumer Goods,Medium,Diverse,258.6111380641175
2023-08-08,Simon-Wallace,164.6783591885833,371469932.74,Green Business,0,290416.29,13100.01,235409.8,9063,Yes,Consumer Goods,High,Not Diverse,164.6783591885833
2023-08-08,"Davis, Williams and Robinson",300.5690168858974,151254517.39,Green Business,6,698113.71,59394.49,856135.8,470,Yes,Aerospace,Medium,Not Diverse,300.5690168858974
2023-08-08,Mills-Roy,93.21877881274018,525094826.59,LEED,1,651555.61,95603.56,821500.16,3300,No,Aerospace,High,Not Diverse,93.21877881274018
2023-08-08,"Shaw, Cortez and Patel",281.01211148824234,405413410.08,Green Business,9,141407.98,7843.81,461243.59,219,No,Consumer Goods,Medium,Diverse,281.01211148824234
2023-08-08,Carr PLC,209.59345914200588,722379573.01,Green Business,9,263673.19,9001.85,451332.88,2026,No,Automotive,High,Not Diverse,209.59345914200588
2023-08-08,"Herrera, Hughes and Duncan",88.92657166291927,641320974.12,Green Business,1,785276.28,65077.24,38270.75,9673,No,Pharmaceuticals,Low,Not Diverse,88.92657166291927
2023-08-08,"Marquez, Smith and Lopez",212.41442667870632,857336448.51,Green Business,5,143213.91,93371.64,24230.94,8436,Yes,Electronics,High,Diverse,212.41442667870632
2023-08-08,Chavez-Smith,190.39479273564442,311160149.14,Green Business,2,389898.66,17199.89,28618.98,4211,No,Electronics,Medium,Not Diverse,190.39479273564442
2023-08-08,Hanson LLC,282.4747597155602,925586272.36,LEED,7,359544.68,48926.36,884509.36,9116,No,Consumer Goods,Medium,Not Diverse,282.4747597155602
2023-08-08,"Briggs, Cole and Salazar",353.5725936817027,899623245.52,LEED,10,689353.99,37707.22,930925.17,8695,No,Aerospace,Medium,Not Diverse,353.5725936817027
2023-08-08,Jackson-Parks,168.82951211411165,356653481.06,ISO 14001,3,91887.52,79404.07,307187.68,3620,Yes,Automotive,Low,Not Diverse,168.82951211411165
2023-08-08,Zamora Group,357.61773270579823,604229538.75,ISO 14001,8,711716.99,87945.16,957799.92,5313,Yes,Pharmaceuticals,High,Not Diverse,357.61773270579823
2023-08-08,Figueroa-Walker,91.6799381554417,305125496.91,ISO 14001,1,550713.38,95148.46,380213.29,724,Yes,Electronics,Low,Not Diverse,91.6799381554417
2023-08-08,Flores-Holt,169.23218306355452,11366719.24,Green Business,1,570847.58,74746.56,147395.55,3232,No,Electronics,Low,Not Diverse,227.0
2023-08-08,Everett-Horn,271.1086355364491,549843435.53,ISO 14001,10,616334.76,77770.51,436617.34,1767,Yes,Aerospace,High,Not Diverse,271.1086355364491
2023-08-08,"Cunningham, Johnson and Murray",350.48687795715415,525584326.29,Green Business,10,874900.51,27156.07,313230.06,6942,No,Aerospace,High,Diverse,350.48687795715415
2023-08-08,Dougherty-Wallace,217.53233081059574,110734292.35,Green Business,9,642593.92,83282.91,869396.69,4264,Yes,Electronics,Low,Not Diverse,217.53233081059574
2023-08-08,Walker-White,266.98632190112113,867608349.84,LEED,8,25866.17,68229.11,64880.33,4737,Yes,Consumer Goods,Low,Not Diverse,266.98632190112113
